gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,gene_id,seq_name,gene_biotype,description
NR4A1,122.041275048046,1.10900096568602,0.255782987026274,7.08275150928243e-07,0.000489385934966373,ENSG00000123358,12,protein_coding,nuclear receptor subfamily 4 group A member 1 [Source:HGNC Symbol;Acc:HGNC:7980]
CYP1A1,3.50399212176747,5.28364210114105,1.46273159925169,8.24095646972635e-07,0.00054465556215787,ENSG00000140465,15,protein_coding,cytochrome P450 family 1 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2595]
CYP1A1,3.50399212176747,5.28364210114105,1.46273159925169,8.24095646972635e-07,0.00054465556215787,LRG_1262,15,LRG_gene,cytochrome P450 family 1 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2595]
ADH1C,24.3511948981601,1.5433223099565,0.360353998594245,1.0056948397831e-06,0.000636981969147623,ENSG00000248144,4,protein_coding,alcohol dehydrogenase 1C (class I), gamma polypeptide [Source:HGNC Symbol;Acc:HGNC:251]
MSMB,8143.88006127802,1.13473379084144,0.268899097373532,1.44417130529414e-06,0.000784030286134868,ENSG00000263639,10,protein_coding,microseminoprotein beta [Source:HGNC Symbol;Acc:HGNC:7372]
CRYM,15.0392801542753,1.82923818118793,0.438343777753059,1.41256657122324e-06,0.000784030286134868,ENSG00000103316,16,protein_coding,crystallin mu [Source:HGNC Symbol;Acc:HGNC:2418]
LEMD1,13.9084644064641,2.15381724532081,0.513663733803141,1.8580949923263e-06,0.000973962137184553,ENSG00000186007,1,protein_coding,LEM domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18725]
TMEM238,35.1131551141575,2.93947341827766,0.720217370632476,3.41813353897931e-06,0.00157451660381892,ENSG00000233493,19,protein_coding,transmembrane protein 238 [Source:HGNC Symbol;Acc:HGNC:40042]
DSC3,151.728658276304,-1.001564745662,0.255506821464971,3.78806821710932e-06,0.00169360073436114,ENSG00000134762,18,protein_coding,desmocollin 3 [Source:HGNC Symbol;Acc:HGNC:3037]
CDKN1C,169.41036442076,1.32822065659978,0.334313564509879,3.93226703253101e-06,0.00170783974747154,ENSG00000129757,11,protein_coding,cyclin dependent kinase inhibitor 1C [Source:HGNC Symbol;Acc:HGNC:1786]
CDKN1C,169.41036442076,1.32822065659978,0.334313564509879,3.93226703253101e-06,0.00170783974747154,LRG_533,11,LRG_gene,cyclin dependent kinase inhibitor 1C [Source:HGNC Symbol;Acc:HGNC:1786]
CDKN1C,169.41036442076,1.32822065659978,0.334313564509879,3.93226703253101e-06,0.00170783974747154,ENSG00000273707,CHR_HSCHR11_1_CTG7,protein_coding,cyclin dependent kinase inhibitor 1C [Source:HGNC Symbol;Acc:HGNC:1786]
NEFM,37.336336763743,2.06890054598108,0.531275501465626,4.63839122430682e-06,0.00192870033422279,ENSG00000104722,8,protein_coding,neurofilament medium [Source:HGNC Symbol;Acc:HGNC:7734]
MIR200CHG,26.5058396740262,1.26589634664965,0.324296302256576,4.69455380344999e-06,0.00192870033422279,ENSG00000257084,12,lncRNA,MIR200C and MIR141 host gene [Source:HGNC Symbol;Acc:HGNC:53161]
FAM169A,38.8230585063774,-1.20829959989898,0.323037177450493,6.60795448902772e-06,0.0024437228597678,ENSG00000198780,5,protein_coding,family with sequence similarity 169 member A [Source:HGNC Symbol;Acc:HGNC:29138]
OMG,8.75399946098639,3.39179727063941,0.871801188703544,6.75194790541725e-06,0.0024437228597678,ENSG00000126861,17,protein_coding,oligodendrocyte myelin glycoprotein [Source:HGNC Symbol;Acc:HGNC:8135]
FUOM,31.7233894501684,1.3292054591905,0.34964958200333,7.58929716106395e-06,0.00262192968512121,ENSG00000148803,10,protein_coding,fucose mutarotase [Source:HGNC Symbol;Acc:HGNC:24733]
AC023157.3,70.5354254553473,1.22797543432502,0.328671020305155,8.38100750861912e-06,0.00283110433641154,ENSG00000276900,12,lncRNA,novel transcript, antisense to AMN1
MSLN,73.5462727761588,2.20090072525063,0.59967820017353,1.55820481593067e-05,0.00426392091722805,ENSG00000102854,16,protein_coding,mesothelin [Source:HGNC Symbol;Acc:HGNC:7371]
BPIFA2,202.417283435657,1.08886918158955,0.313087847569865,2.70137653206787e-05,0.00649063601115217,ENSG00000131050,20,protein_coding,BPI fold containing family A member 2 [Source:HGNC Symbol;Acc:HGNC:16203]
LINC00324,34.378773187055,1.1774607423198,0.354296484842627,3.51360262812204e-05,0.0077406193550845,ENSG00000178977,17,lncRNA,long intergenic non-protein coding RNA 324 [Source:HGNC Symbol;Acc:HGNC:26628]
EFCAB1,7.83922076786576,1.97238160251055,0.599608057898495,4.74026296931808e-05,0.00912110599957014,ENSG00000034239,8,protein_coding,EF-hand calcium binding domain 1 [Source:HGNC Symbol;Acc:HGNC:25678]
ARC,22.2784570156967,3.2715686413783,0.975265845993567,4.59186520977501e-05,0.00912110599957014,ENSG00000198576,8,protein_coding,activity regulated cytoskeleton associated protein [Source:HGNC Symbol;Acc:HGNC:648]
DYDC2,2.76204614793396,3.93503967726159,1.24324656750208,4.4518544473062e-05,0.00912110599957014,ENSG00000133665,10,protein_coding,DPY30 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23468]
INA,100.933809408651,-1.37941145266622,0.442874931744337,5.06899760828386e-05,0.00951281884487937,ENSG00000148798,10,protein_coding,internexin neuronal intermediate filament protein alpha [Source:HGNC Symbol;Acc:HGNC:6057]
KRTAP3-1,8.15902452586149,8.21280419368801,3.2248175978617,6.03276987561979e-05,0.0105407051585398,ENSG00000212901,17,protein_coding,keratin associated protein 3-1 [Source:HGNC Symbol;Acc:HGNC:16778]
KRTAP3-1,8.15902452586149,8.21280419368801,3.2248175978617,6.03276987561979e-05,0.0105407051585398,ENSG00000262068,CHR_HSCHR17_4_CTG4,protein_coding,keratin associated protein 3-1 [Source:HGNC Symbol;Acc:HGNC:16778]
CHP2,35.7239827600672,1.05094583590154,0.331766569809492,6.23737622388131e-05,0.0106532984246314,ENSG00000166869,16,protein_coding,calcineurin like EF-hand protein 2 [Source:HGNC Symbol;Acc:HGNC:24927]
PIFO,19.3147460855371,1.83273181023872,0.568750533952545,6.74364453449215e-05,0.0112300679504726,ENSG00000173947,1,protein_coding,primary cilia formation [Source:HGNC Symbol;Acc:HGNC:27009]
ERP27,4.83218104925818,2.41523943549599,0.762714291413721,8.91681311787825e-05,0.0129028849809589,ENSG00000139055,12,protein_coding,endoplasmic reticulum protein 27 [Source:HGNC Symbol;Acc:HGNC:26495]
HES5,7.9675354789434,2.31122243957986,0.74997993022723,9.48554239673672e-05,0.0133509009234069,ENSG00000197921,1,protein_coding,hes family bHLH transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:19764]
HES5,7.9675354789434,2.31122243957986,0.74997993022723,9.48554239673672e-05,0.0133509009234069,ENSG00000273529,CHR_HSCHR1_1_CTG3,protein_coding,hes family bHLH transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:19764]
CDC42EP5,559.226379579874,1.00229919038231,0.323090480033481,9.66241429405005e-05,0.0134750788700784,ENSG00000167617,19,protein_coding,CDC42 effector protein 5 [Source:HGNC Symbol;Acc:HGNC:17408]
CDC42EP5,559.226379579874,1.00229919038231,0.323090480033481,9.66241429405005e-05,0.0134750788700784,ENSG00000273633,CHR_HSCHR19LRC_COX1_CTG3_1,protein_coding,CDC42 effector protein 5 [Source:HGNC Symbol;Acc:HGNC:17408]
CDC42EP5,559.226379579874,1.00229919038231,0.323090480033481,9.66241429405005e-05,0.0134750788700784,ENSG00000273622,CHR_HSCHR19LRC_PGF1_CTG3_1,protein_coding,CDC42 effector protein 5 [Source:HGNC Symbol;Acc:HGNC:17408]
CDC42EP5,559.226379579874,1.00229919038231,0.323090480033481,9.66241429405005e-05,0.0134750788700784,ENSG00000278444,CHR_HSCHR19_4_CTG3_1,protein_coding,CDC42 effector protein 5 [Source:HGNC Symbol;Acc:HGNC:17408]
AL451085.1,2.56848010750562,3.69343855589919,1.31405683775242,0.000137741781680945,0.017895836096855,ENSG00000270361,1,lncRNA,novel transcript
AL355312.4,21.1560126337268,1.23315209715189,0.418179427066573,0.000143413729756801,0.0182517619433594,ENSG00000273132,6,lncRNA,novel transcript, antisense to LRP11
LINC02709,8.42414001296196,2.26262051371792,0.768666256591611,0.000145284073096933,0.0182517619433594,ENSG00000245522,11,lncRNA,long intergenic non-protein coding RNA 2709 [Source:HGNC Symbol;Acc:HGNC:54226]
DSG3,76.7323900501074,-1.34616002820698,0.484364457115087,0.000144798457453634,0.0182517619433594,ENSG00000134757,18,protein_coding,desmoglein 3 [Source:HGNC Symbol;Acc:HGNC:3050]
RASD1,58.5534964887195,1.04232652671818,0.357510060526261,0.000149097904811039,0.0185773545166607,ENSG00000108551,17,protein_coding,ras related dexamethasone induced 1 [Source:HGNC Symbol;Acc:HGNC:15828]
EHD3,28.774520169679,-1.19326585576999,0.430795435120593,0.000165457504758888,0.0202832220148376,ENSG00000013016,2,protein_coding,EH domain containing 3 [Source:HGNC Symbol;Acc:HGNC:3244]
FOS,781.731046143023,1.33413633233794,0.455613754775091,0.000167948258805231,0.0202908634609322,ENSG00000170345,14,protein_coding,Fos proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3796]
DUSP2,110.098922793241,1.1339095724133,0.393485328062641,0.000178082670004302,0.0207377126034655,ENSG00000158050,2,protein_coding,dual specificity phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:3068]
ZFPM1,67.6803594819878,1.30374067829677,0.448804755364307,0.000178157547863295,0.0207377126034655,ENSG00000179588,16,protein_coding,zinc finger protein, FOG family member 1 [Source:HGNC Symbol;Acc:HGNC:19762]
PCDH10,4.58574066955344,3.13409824790132,1.08172316928521,0.000207043991756825,0.0236637272082368,ENSG00000138650,4,protein_coding,protocadherin 10 [Source:HGNC Symbol;Acc:HGNC:13404]
LINC02300,18.2999192200012,1.52203411372696,0.551754742819304,0.000232180936886985,0.0255752349392686,ENSG00000258175,14,lncRNA,long intergenic non-protein coding RNA 2300 [Source:HGNC Symbol;Acc:HGNC:53219]
TMEM190,19.5356186758308,1.87160798607139,0.662289762732548,0.000248299694871658,0.0265803074770709,ENSG00000160472,19,protein_coding,transmembrane protein 190 [Source:HGNC Symbol;Acc:HGNC:29632]
PGGHG,24.6710879327438,1.03424542791047,0.379200752930555,0.000262160285505906,0.0278678216781488,ENSG00000142102,11,protein_coding,protein-glucosylgalactosylhydroxylysine glucosidase [Source:HGNC Symbol;Acc:HGNC:26210]
AL357093.2,6.86400725096991,1.79269650665433,0.660077021974527,0.000270882910036727,0.0281506422554338,ENSG00000258752,14,lncRNA,novel transcript, antisense to FOXN3
PCDH9,11.8439335392188,1.96846350780822,0.746830452329367,0.000289059302236006,0.0291556136162599,ENSG00000184226,13,protein_coding,protocadherin 9 [Source:HGNC Symbol;Acc:HGNC:8661]
PLCB1,33.1069541168214,-1.05417784882109,0.401356840256869,0.000297633882771208,0.0297653463947707,ENSG00000182621,20,protein_coding,phospholipase C beta 1 [Source:HGNC Symbol;Acc:HGNC:15917]
C5orf49,19.5400236752059,1.43533836502937,0.529644482743142,0.00031570199856265,0.0307370919585777,ENSG00000215217,5,protein_coding,chromosome 5 open reading frame 49 [Source:HGNC Symbol;Acc:HGNC:27028]
LTC4S,17.8098334201551,1.0592967537984,0.401795870305797,0.000338743093889533,0.0321827110638424,ENSG00000213316,5,protein_coding,leukotriene C4 synthase [Source:HGNC Symbol;Acc:HGNC:6719]
LTC4S,17.8098334201551,1.0592967537984,0.401795870305797,0.000338743093889533,0.0321827110638424,ENSG00000283887,CHR_HG30_PATCH,protein_coding,leukotriene C4 synthase [Source:HGNC Symbol;Acc:HGNC:6719]
MMP7,40.9699673715991,1.26864058365402,0.481722806565256,0.000386043378249212,0.0355651235925228,ENSG00000137673,11,protein_coding,matrix metallopeptidase 7 [Source:HGNC Symbol;Acc:HGNC:7174]
C9orf24,13.848626901482,1.47403008978889,0.578600421652029,0.000497292332707276,0.0439496555202518,ENSG00000164972,9,protein_coding,chromosome 9 open reading frame 24 [Source:HGNC Symbol;Acc:HGNC:19919]
FAM183A,9.98658155690295,1.81004375281685,0.72453626934781,0.000506031032992279,0.044191556094869,ENSG00000186973,1,protein_coding,family with sequence similarity 183 member A [Source:HGNC Symbol;Acc:HGNC:34347]
AC013264.1,2.8460927391395,2.92975664465297,1.1080654368632,0.000509943921557037,0.044191556094869,ENSG00000231621,2,lncRNA,novel transcript
LINC01970,15.0172050730048,1.13015881091687,0.479019611052951,0.000568979034328821,0.0473643112781791,ENSG00000265692,17,lncRNA,long intergenic non-protein coding RNA 1970 [Source:HGNC Symbol;Acc:HGNC:52796]
CDC20B,4.63922508504915,2.03497679952011,0.857034999674679,0.00058837168179189,0.0481034302427353,ENSG00000164287,5,protein_coding,cell division cycle 20B [Source:HGNC Symbol;Acc:HGNC:24222]
AC012313.1,10.9166256337121,-1.51886707287162,0.606781169440343,0.000618647754906537,0.0492359399075093,ENSG00000232098,19,lncRNA,novel transcript
