gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,gene_id,seq_name,gene_biotype,description
HSPA1A,3127.69359896462,1.28129124647381,0.231434772489607,2.26545589972336e-09,2.64152157907744e-06,ENSG00000235941,CHR_HSCHR6_MHC_APD_CTG1,protein_coding,heat shock protein family A (Hsp70) member 1A [Source:HGNC Symbol;Acc:HGNC:5232]
HSPA1A,3127.69359896462,1.28129124647381,0.231434772489607,2.26545589972336e-09,2.64152157907744e-06,ENSG00000237724,CHR_HSCHR6_MHC_COX_CTG1,protein_coding,heat shock protein family A (Hsp70) member 1A [Source:HGNC Symbol;Acc:HGNC:5232]
HSPA1A,3127.69359896462,1.28129124647381,0.231434772489607,2.26545589972336e-09,2.64152157907744e-06,ENSG00000234475,CHR_HSCHR6_MHC_DBB_CTG1,protein_coding,heat shock protein family A (Hsp70) member 1A [Source:HGNC Symbol;Acc:HGNC:5232]
HSPA1A,3127.69359896462,1.28129124647381,0.231434772489607,2.26545589972336e-09,2.64152157907744e-06,ENSG00000215328,CHR_HSCHR6_MHC_QBL_CTG1,protein_coding,heat shock protein family A (Hsp70) member 1A [Source:HGNC Symbol;Acc:HGNC:5232]
C1orf194,1065.12015106849,1.20646968783128,0.221963152552229,4.13522946844359e-09,4.13286648017591e-06,ENSG00000179902,1,protein_coding,chromosome 1 open reading frame 194 [Source:HGNC Symbol;Acc:HGNC:32331]
PIP,157.428722875714,1.64822444454036,0.307548411131101,6.21631148104684e-09,5.43616439017546e-06,ENSG00000159763,7,protein_coding,prolactin induced protein [Source:HGNC Symbol;Acc:HGNC:8993]
MORN5,391.561225304109,1.20867282146856,0.225198024393829,6.14212930768439e-09,5.43616439017546e-06,ENSG00000185681,9,protein_coding,MORN repeat containing 5 [Source:HGNC Symbol;Acc:HGNC:17841]
C9orf116,698.187476910045,1.26260941067805,0.23922812591429,9.73219770313340e-09,8.01017119189662e-06,ENSG00000160345,9,protein_coding,chromosome 9 open reading frame 116 [Source:HGNC Symbol;Acc:HGNC:28435]
RIIAD1,173.631892681178,1.44806444607799,0.276427497511222,1.23188977843991e-08,8.4864571483126e-06,ENSG00000178796,1,protein_coding,regulatory subunit of type II PKA R-subunit (RIIa) domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26686]
NME5,216.371458540552,1.52133208340543,0.289871868930399,1.14966786866061e-08,8.4864571483126e-06,ENSG00000112981,5,protein_coding,NME/NM23 family member 5 [Source:HGNC Symbol;Acc:HGNC:7853]
PIH1D2,99.7202222346732,1.49417791212514,0.285389397502607,1.18194363411344e-08,8.4864571483126e-06,ENSG00000150773,11,protein_coding,PIH1 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25210]
DYNLRB2,414.983902452326,1.32960877772753,0.254201526613062,1.27369639876047e-08,8.4864571483126e-06,ENSG00000168589,16,protein_coding,dynein light chain roadblock-type 2 [Source:HGNC Symbol;Acc:HGNC:15467]
DYNLT1,1601.48524169068,1.09768533033762,0.211780559852544,1.6710529146155e-08,1.01658140788261e-05,ENSG00000146425,6,protein_coding,dynein light chain Tctex-type 1 [Source:HGNC Symbol;Acc:HGNC:11697]
GIHCG,110.60711474392,1.47332596796033,0.284071287723106,1.60850926548818e-08,1.01658140788261e-05,ENSG00000257698,12,lncRNA,GIHCG inhibitor of miR-200b/200a/429 expression [Source:HGNC Symbol;Acc:HGNC:52649]
GIHCG,110.60711474392,1.47332596796033,0.284071287723106,1.60850926548818e-08,1.01658140788261e-05,ENSG00000262349,CHR_HSCHR12_1_CTG2_1,lncRNA,GIHCG inhibitor of miR-200b/200a/429 expression [Source:HGNC Symbol;Acc:HGNC:52649]
WDR54,285.903344550676,1.26676331178902,0.246356833668191,2.00981969687686e-08,1.17172488327921e-05,ENSG00000005448,2,protein_coding,WD repeat domain 54 [Source:HGNC Symbol;Acc:HGNC:25770]
FAM104B,108.98252094241,1.16803688198972,0.227863202189393,2.33802694291814e-08,1.30854691941242e-05,ENSG00000182518,X,protein_coding,family with sequence similarity 104 member B [Source:HGNC Symbol;Acc:HGNC:25085]
AL121899.1,44.9770916536749,1.58651875545142,0.3104829223511,2.44316570334e-08,1.31479902004359e-05,ENSG00000226644,20,lncRNA,novel transcript
AC007906.2,381.890054292996,1.38309442610929,0.274757078170885,3.48034020255091e-08,1.80358963385527e-05,ENSG00000277639,16,protein_coding,novel protein
FAM183A,656.695970022699,1.18922622426679,0.241670627705162,6.37743497740128e-08,2.87848613560641e-05,ENSG00000186973,1,protein_coding,family with sequence similarity 183 member A [Source:HGNC Symbol;Acc:HGNC:34347]
TCTEX1D1,102.365368881873,1.2308451089889,0.250906346593875,6.68530882491627e-08,2.92315128369464e-05,ENSG00000152760,1,protein_coding,Tctex1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26882]
RSPH9,304.366462490606,1.1544061946756,0.235627995473046,7.20354649692343e-08,3.01690088182244e-05,ENSG00000172426,6,protein_coding,radial spoke head 9 homolog [Source:HGNC Symbol;Acc:HGNC:21057]
AC013264.1,194.581303335956,1.50596127395644,0.30872624599225,7.85172043287958e-08,3.13889349419574e-05,ENSG00000231621,2,lncRNA,novel transcript
SPEF1,101.804572465728,1.26366341627753,0.261022596481676,9.47717448674914e-08,3.68346181718317e-05,ENSG00000101222,20,protein_coding,sperm flagellar 1 [Source:HGNC Symbol;Acc:HGNC:15874]
DNAH12,273.738974376911,1.25277235205856,0.260282067491362,1.03764634115924e-07,3.92398583932433e-05,ENSG00000174844,3,protein_coding,dynein axonemal heavy chain 12 [Source:HGNC Symbol;Acc:HGNC:2943]
HSPA6,461.365829164917,1.52354607835975,0.317633394371368,1.11078430164412e-07,4.09002472331697e-05,ENSG00000173110,1,protein_coding,heat shock protein family A (Hsp70) member 6 [Source:HGNC Symbol;Acc:HGNC:5239]
PTRHD1,121.266983659814,1.03287075387863,0.215057209974432,1.22690358193273e-07,4.40175254318018e-05,ENSG00000184924,2,protein_coding,peptidyl-tRNA hydrolase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:33782]
NPHP1,238.393334260807,1.06897392698248,0.224494091589506,1.39944933082373e-07,4.5461467988147e-05,ENSG00000144061,2,protein_coding,nephrocystin 1 [Source:HGNC Symbol;Acc:HGNC:7905]
SLC16A9,151.705456535061,-1.00097157543846,0.215174690857422,1.37123151868293e-07,4.5461467988147e-05,ENSG00000165449,10,protein_coding,solute carrier family 16 member 9 [Source:HGNC Symbol;Acc:HGNC:23520]
C11orf97,199.906675679439,1.29605515518647,0.272352585680386,1.42960591157695e-07,4.5461467988147e-05,ENSG00000257057,11,protein_coding,chromosome 11 open reading frame 97 [Source:HGNC Symbol;Acc:HGNC:49544]
LKAAEAR1,25.8299786426277,1.71039717717101,0.357010070258125,1.33697774755067e-07,4.5461467988147e-05,ENSG00000171695,20,protein_coding,LKAAEAR motif containing 1 [Source:HGNC Symbol;Acc:HGNC:33718]
AC108134.4,56.0920967702315,1.44621933429522,0.304618511298285,1.48767395950316e-07,4.62567423141517e-05,ENSG00000263011,16,lncRNA,novel transcript, sense overlapping ZNF205
SPACA9,139.915354322623,1.2047522878628,0.254802470236362,1.64999353026805e-07,5.00527525134935e-05,ENSG00000165698,9,protein_coding,sperm acrosome associated 9 [Source:HGNC Symbol;Acc:HGNC:1367]
ACYP1,133.406795274203,1.11257684658709,0.234979010206827,1.68130315046755e-07,5.00527525134935e-05,ENSG00000119640,14,protein_coding,acylphosphatase 1 [Source:HGNC Symbol;Acc:HGNC:179]
C9orf24,1006.20480991791,1.23838647991437,0.262546832292941,1.72661758894034e-07,5.03309027176108e-05,ENSG00000164972,9,protein_coding,chromosome 9 open reading frame 24 [Source:HGNC Symbol;Acc:HGNC:19919]
C1orf87,38.1904666734878,1.59452395407571,0.340162720845083,1.91823006864042e-07,5.47752553477893e-05,ENSG00000162598,1,protein_coding,chromosome 1 open reading frame 87 [Source:HGNC Symbol;Acc:HGNC:28547]
PSAT1,375.770317481532,-1.02998091821336,0.225412966702329,2.23633484479287e-07,6.25815942966836e-05,ENSG00000135069,9,protein_coding,phosphoserine aminotransferase 1 [Source:HGNC Symbol;Acc:HGNC:19129]
FAM229B,495.352560211537,1.17649421120467,0.253333772015607,2.49118291958069e-07,6.8346336099555e-05,ENSG00000203778,6,protein_coding,family with sequence similarity 229 member B [Source:HGNC Symbol;Acc:HGNC:33858]
SPA17,454.572954823037,1.17666604675502,0.25444303541237,2.71590081718271e-07,7.30786235269626e-05,ENSG00000064199,11,protein_coding,sperm autoantigenic protein 17 [Source:HGNC Symbol;Acc:HGNC:11210]
FAM92B,335.966833628111,1.18514087516486,0.25649655016818,2.78680542749351e-07,7.35716632858287e-05,ENSG00000153789,16,protein_coding,family with sequence similarity 92 member B [Source:HGNC Symbol;Acc:HGNC:24781]
GSTA1,1162.63979171394,1.26684930656638,0.274925627244362,2.88668697528377e-07,7.4797266959575e-05,ENSG00000243955,6,protein_coding,glutathione S-transferase alpha 1 [Source:HGNC Symbol;Acc:HGNC:4626]
ACBD3-AS1,110.075295901345,1.32231447374181,0.288009558182159,3.23131487343775e-07,8.15269526861897e-05,ENSG00000234478,1,lncRNA,ACBD3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40701]
HES1,386.061457028025,1.05080175832108,0.229728006702598,3.51392412340123e-07,8.46600474004876e-05,ENSG00000114315,3,protein_coding,hes family bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:5192]
DNAAF4,230.40196055695,1.18679358228835,0.260207713398441,3.56985620113548e-07,8.46600474004876e-05,ENSG00000256061,15,protein_coding,dynein axonemal assembly factor 4 [Source:HGNC Symbol;Acc:HGNC:21493]
SMIM22,808.685263609046,1.08786269206463,0.237651294913824,3.46967774731255e-07,8.46600474004876e-05,ENSG00000267795,16,protein_coding,small integral membrane protein 22 [Source:HGNC Symbol;Acc:HGNC:48329]
CFAP126,245.059753896342,1.18970148443388,0.261187376221788,3.69462399658844e-07,8.53156282722471e-05,ENSG00000188931,1,protein_coding,cilia and flagella associated protein 126 [Source:HGNC Symbol;Acc:HGNC:32325]
FAM169A,35.6556426239861,-1.49121241113461,0.326702548038863,3.7804237799309e-07,8.53156282722471e-05,ENSG00000198780,5,protein_coding,family with sequence similarity 169 member A [Source:HGNC Symbol;Acc:HGNC:29138]
CATIP,49.2865945298192,1.34549651842554,0.296941723623474,4.11687478963004e-07,8.8785500100199e-05,ENSG00000158428,2,protein_coding,ciliogenesis associated TTC17 interacting protein [Source:HGNC Symbol;Acc:HGNC:25062]
CAPSL,402.962050040962,1.38681650982269,0.306058044062915,4.12454081368849e-07,8.8785500100199e-05,ENSG00000152611,5,protein_coding,calcyphosine like [Source:HGNC Symbol;Acc:HGNC:28375]
CFAP300,234.59889467956,1.26353730072368,0.279741804347026,4.45734700301351e-07,9.30853720390523e-05,ENSG00000137691,11,protein_coding,cilia and flagella associated protein 300 [Source:HGNC Symbol;Acc:HGNC:28188]
AKAP14,231.121801087465,1.35005306360366,0.299422070206681,4.58749847624664e-07,9.43945274700633e-05,ENSG00000186471,X,protein_coding,A-kinase anchoring protein 14 [Source:HGNC Symbol;Acc:HGNC:24061]
C20orf85,1191.91545806743,1.2417346112938,0.277538395399019,5.35436066675883e-07,0.000108577122390275,ENSG00000124237,20,protein_coding,chromosome 20 open reading frame 85 [Source:HGNC Symbol;Acc:HGNC:16216]
PPP1R42,86.4467627899744,1.35400605274662,0.302201207136118,5.58752197219623e-07,0.000111686582049957,ENSG00000178125,8,protein_coding,protein phosphatase 1 regulatory subunit 42 [Source:HGNC Symbol;Acc:HGNC:33732]
C1orf158,42.7056975551667,1.8087311926147,0.406667442063675,6.5324434863246e-07,0.000126947151750908,ENSG00000157330,1,protein_coding,chromosome 1 open reading frame 158 [Source:HGNC Symbol;Acc:HGNC:28567]
DYDC2,178.655413430068,1.22012953308951,0.27672512302662,7.4393485176651e-07,0.00013878848594556,ENSG00000133665,10,protein_coding,DPY30 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23468]
AC244090.1,123.649331559818,1.14965408395341,0.260264582568875,7.34521576966487e-07,0.00013878848594556,ENSG00000197180,X,lncRNA,novel transcript
AC105446.1,24.1203799021771,1.94673090431545,0.446279880234327,7.68292560893112e-07,0.000141446704105479,ENSG00000227053,7,lncRNA,novel transcript
LINC00240,42.9768312187894,1.30922825152639,0.298562222523926,8.09760184802451e-07,0.000143698510143523,ENSG00000224843,6,lncRNA,long intergenic non-protein coding RNA 240 [Source:HGNC Symbol;Acc:HGNC:18772]
C11orf88,420.42080498635,1.26138513856547,0.287605601548221,8.08616771352543e-07,0.000143698510143523,ENSG00000183644,11,protein_coding,chromosome 11 open reading frame 88 [Source:HGNC Symbol;Acc:HGNC:25061]
AC004832.1,42.4072918762608,1.64396614960183,0.373522615356751,8.188032455196e-07,0.000143698510143523,ENSG00000181123,22,lncRNA,novel transcript, antisense to SEC14L4
CCL15,136.798332369601,1.42946790987696,0.32631632841853,8.62136158236461e-07,0.000148926038593143,ENSG00000275718,17,protein_coding,C-C motif chemokine ligand 15 [Source:HGNC Symbol;Acc:HGNC:10613]
CCL15,136.798332369601,1.42946790987696,0.32631632841853,8.62136158236461e-07,0.000148926038593143,ENSG00000275528,CHR_HSCHR17_7_CTG4,protein_coding,C-C motif chemokine ligand 15 [Source:HGNC Symbol;Acc:HGNC:10613]
EFCAB10,162.255641399683,1.18374616359373,0.270609038030537,8.74962910656107e-07,0.000149298549340247,ENSG00000185055,7,protein_coding,EF-hand calcium binding domain 10 [Source:HGNC Symbol;Acc:HGNC:34531]
AL022068.1,46.2583614516155,1.27439813391751,0.294172449144469,1.02265856903976e-06,0.000170345698785766,ENSG00000228412,6,lncRNA,novel transcript, antisense to ID4
FAM166B,64.0537695799251,1.36198882698989,0.313388009991608,1.01258682181669e-06,0.000170345698785766,ENSG00000215187,9,protein_coding,family with sequence similarity 166 member B [Source:HGNC Symbol;Acc:HGNC:34242]
CABCOCO1,115.690799185106,1.20946627592503,0.284978197357686,1.56224414760295e-06,0.000245605843969219,ENSG00000183346,10,protein_coding,ciliary associated calcium binding coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:28678]
MISP3,48.2119947892966,1.12104863806769,0.267727976770727,1.73132729188263e-06,0.00026916368297802,ENSG00000141854,19,protein_coding,MISP family member 3 [Source:HGNC Symbol;Acc:HGNC:26963]
MISP3,48.2119947892966,1.12104863806769,0.267727976770727,1.73132729188263e-06,0.00026916368297802,ENSG00000288191,CHR_HG109_PATCH,protein_coding,MISP family member 3 [Source:HGNC Symbol;Acc:HGNC:26963]
PIFO,852.246745879739,1.08171620401745,0.256551018050958,1.77639913070519e-06,0.000270263610856652,ENSG00000173947,1,protein_coding,primary cilia formation [Source:HGNC Symbol;Acc:HGNC:27009]
C11orf74,182.542725778578,1.13847363168885,0.271990766844541,2.02071123671409e-06,0.000294518662751078,ENSG00000166352,11,protein_coding,chromosome 11 open reading frame 74 [Source:HGNC Symbol;Acc:HGNC:25142]
EPPIN,16.5896708524772,1.6073769537435,0.387542473720744,2.00595546375362e-06,0.000294518662751078,ENSG00000101448,20,protein_coding,epididymal peptidase inhibitor [Source:HGNC Symbol;Acc:HGNC:15932]
B9D1,103.962709064594,1.16773382077649,0.278837756838516,2.04448955577653e-06,0.000294912349117785,ENSG00000108641,17,protein_coding,B9 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24123]
FOS,440.355822244762,1.25620526911692,0.304812933946526,2.52913042648879e-06,0.000357450433610416,ENSG00000170345,14,protein_coding,Fos proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3796]
ECRG4,176.324758029631,1.21873195785287,0.29764497804257,2.95777414367275e-06,0.000401797823478341,ENSG00000119147,2,protein_coding,ECRG4 augurin precursor [Source:HGNC Symbol;Acc:HGNC:24642]
PEX11G,14.5625197903183,1.68471557728612,0.414219117419168,2.9451929943823e-06,0.000401797823478341,ENSG00000104883,19,protein_coding,peroxisomal biogenesis factor 11 gamma [Source:HGNC Symbol;Acc:HGNC:20208]
RSPH14,26.2527924886348,1.50575250609204,0.369761458914851,3.1396413765557e-06,0.00041837963943588,ENSG00000100218,22,protein_coding,radial spoke head 14 homolog [Source:HGNC Symbol;Acc:HGNC:13437]
FBXW9,84.2284072718383,1.24984310357676,0.308243637330924,3.43870340558228e-06,0.000445503130100994,ENSG00000132004,19,protein_coding,F-box and WD repeat domain containing 9 [Source:HGNC Symbol;Acc:HGNC:28136]
CCDC153,236.185177490252,1.05005152624787,0.258581871332194,3.55219873479991e-06,0.000455984997223122,ENSG00000248712,11,protein_coding,coiled-coil domain containing 153 [Source:HGNC Symbol;Acc:HGNC:27446]
POU3F1,9.41866303293215,2.12675926529247,0.552346337471133,5.49136269091884e-06,0.000662371954925313,ENSG00000185668,1,protein_coding,POU class 3 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9214]
DSG3,71.790627285376,-1.51160939681087,0.400848064338854,5.73185502931683e-06,0.000685471073249582,ENSG00000134757,18,protein_coding,desmoglein 3 [Source:HGNC Symbol;Acc:HGNC:3050]
AC027237.3,23.3741442451996,1.52564441500462,0.390616537181113,6.30592627020337e-06,0.000747733223497335,ENSG00000259426,15,lncRNA,novel transcript, antisense to PAQR5
PLCG2,2200.2818403225,1.7699569551626,0.454336380514343,6.42288510487907e-06,0.000755201751155193,ENSG00000197943,16,protein_coding,phospholipase C gamma 2 [Source:HGNC Symbol;Acc:HGNC:9066]
PLCG2,2200.2818403225,1.7699569551626,0.454336380514343,6.42288510487907e-06,0.000755201751155193,LRG_376,16,LRG_gene,phospholipase C gamma 2 [Source:HGNC Symbol;Acc:HGNC:9066]
SPAG8,52.9086351115632,1.23007948215124,0.315810574219395,6.78351139753295e-06,0.000790957428952342,ENSG00000137098,9,protein_coding,sperm associated antigen 8 [Source:HGNC Symbol;Acc:HGNC:14105]
C2orf73,87.8082304413658,1.05748665589362,0.271895902238843,7.15321832489315e-06,0.000827172155387644,ENSG00000177994,2,protein_coding,chromosome 2 open reading frame 73 [Source:HGNC Symbol;Acc:HGNC:26861]
C6orf226,41.0139882719465,1.04699895383762,0.271144650093578,7.50267773284488e-06,0.000860471039655456,ENSG00000221821,6,protein_coding,chromosome 6 open reading frame 226 [Source:HGNC Symbol;Acc:HGNC:34431]
AC096637.2,19.3892701416221,1.64827736566492,0.428394466870216,7.63609725399525e-06,0.000862977472892108,ENSG00000231057,1,lncRNA,novel transcript
SRGAP3-AS2,89.7260728561043,1.32767577903903,0.343641547671191,7.64788497989003e-06,0.000862977472892108,ENSG00000228723,3,lncRNA,SRGAP3 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:40899]
APOBEC4,21.2647181320416,1.66486476337718,0.437407462826026,8.42312407056125e-06,0.000920752749963226,ENSG00000173627,1,protein_coding,apolipoprotein B mRNA editing enzyme catalytic polypeptide like 4 [Source:HGNC Symbol;Acc:HGNC:32152]
LINC00467,67.6047799771253,1.0237704380796,0.265389944098146,8.41133594755916e-06,0.000920752749963226,ENSG00000153363,1,lncRNA,long intergenic non-protein coding RNA 467 [Source:HGNC Symbol;Acc:HGNC:28227]
PPOX,62.6568925841338,1.08282643660199,0.282434070943575,9.12680458595305e-06,0.000952655389314832,ENSG00000143224,1,protein_coding,protoporphyrinogen oxidase [Source:HGNC Symbol;Acc:HGNC:9280]
ZSCAN16-AS1,50.4903214510964,1.04159962587842,0.273074902765165,9.08041129618785e-06,0.000952655389314832,ENSG00000269293,6,lncRNA,ZSCAN16 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48982]
AL355312.4,9.60275517881124,1.91317840841991,0.508157148434998,9.0239941952597e-06,0.000952655389314832,ENSG00000273132,6,lncRNA,novel transcript, antisense to LRP11
C11orf16,29.4630969164563,1.3911054724894,0.364649047187983,9.05710687279895e-06,0.000952655389314832,ENSG00000176029,11,protein_coding,chromosome 11 open reading frame 16 [Source:HGNC Symbol;Acc:HGNC:1169]
NGFR,64.8142528279444,-1.38528664934628,0.385517589555087,8.89053239082466e-06,0.000952655389314832,ENSG00000064300,17,protein_coding,nerve growth factor receptor [Source:HGNC Symbol;Acc:HGNC:7809]
SMIM5,38.3536141693402,1.29050460946191,0.336969593958589,8.82620079882263e-06,0.000952655389314832,ENSG00000204323,17,protein_coding,small integral membrane protein 5 [Source:HGNC Symbol;Acc:HGNC:40030]
C9orf135,493.697553321863,1.10985021776605,0.290887979400374,9.32765490044976e-06,0.000959651083581566,ENSG00000204711,9,protein_coding,chromosome 9 open reading frame 135 [Source:HGNC Symbol;Acc:HGNC:31422]
CDKN1C,111.73662822619,1.12510039863351,0.299178687232865,1.09064679046172e-05,0.00111389269285697,ENSG00000129757,11,protein_coding,cyclin dependent kinase inhibitor 1C [Source:HGNC Symbol;Acc:HGNC:1786]
CDKN1C,111.73662822619,1.12510039863351,0.299178687232865,1.09064679046172e-05,0.00111389269285697,LRG_533,11,LRG_gene,cyclin dependent kinase inhibitor 1C [Source:HGNC Symbol;Acc:HGNC:1786]
CDKN1C,111.73662822619,1.12510039863351,0.299178687232865,1.09064679046172e-05,0.00111389269285697,ENSG00000273707,CHR_HSCHR11_1_CTG7,protein_coding,cyclin dependent kinase inhibitor 1C [Source:HGNC Symbol;Acc:HGNC:1786]
CNIH2,15.5220088415007,1.57746029637968,0.424310494498391,1.13485555476886e-05,0.00115064484944391,ENSG00000174871,11,protein_coding,cornichon family AMPA receptor auxiliary protein 2 [Source:HGNC Symbol;Acc:HGNC:28744]
NIBAN1,334.117437928112,-1.06777594907241,0.296314582688986,1.19850143161799e-05,0.00119781657365707,ENSG00000135842,1,protein_coding,niban apoptosis regulator 1 [Source:HGNC Symbol;Acc:HGNC:16784]
CCDC121,31.1628120994492,1.24301324561345,0.339023693614015,1.24616722345671e-05,0.0012193266986438,ENSG00000176714,2,protein_coding,coiled-coil domain containing 121 [Source:HGNC Symbol;Acc:HGNC:25833]
AC006994.2,31.0139674970285,1.08267143958834,0.293848379216152,1.28222897923838e-05,0.00123668703338567,ENSG00000279317,2,lncRNA,novel transcript
RIBC2,104.95141034306,1.1156790914705,0.299513592588849,1.29042529212627e-05,0.00123668703338567,ENSG00000128408,22,protein_coding,RIB43A domain with coiled-coils 2 [Source:HGNC Symbol;Acc:HGNC:13241]
CDC20B,20.7108513747555,2.17410969702111,0.606090557108289,1.65530565878231e-05,0.00148468184472321,ENSG00000164287,5,protein_coding,cell division cycle 20B [Source:HGNC Symbol;Acc:HGNC:24222]
DSC3,84.9766337865768,-1.1632561643115,0.329748073580077,1.73545914133257e-05,0.0015466588729634,ENSG00000134762,18,protein_coding,desmocollin 3 [Source:HGNC Symbol;Acc:HGNC:3037]
MNS1,309.276159417679,1.0548665950423,0.291090177158253,1.95793956950403e-05,0.00168716297521821,ENSG00000138587,15,protein_coding,meiosis specific nuclear structural 1 [Source:HGNC Symbol;Acc:HGNC:29636]
ERICH6-AS1,35.2918541080578,1.22881121165346,0.339342360141594,2.04697564778719e-05,0.00172537850986978,ENSG00000240137,3,lncRNA,ERICH6 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41205]
UMODL1-AS1,7.59830677860539,2.11101333345662,0.584387163549142,2.08755723542201e-05,0.00174689733652474,ENSG00000184385,21,lncRNA,UMODL1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:23821]
RCAN3AS,13.1871583744704,1.61006054007306,0.45176921652791,2.3964611290083e-05,0.00193706315415245,ENSG00000286061,1,lncRNA,RCAN3 antisense RNA [Source:HGNC Symbol;Acc:HGNC:39009]
CASC2,42.3418673703577,1.18087830391664,0.334551244232506,2.55134520648803e-05,0.00202831943915798,ENSG00000177640,10,lncRNA,cancer susceptibility 2 [Source:HGNC Symbol;Acc:HGNC:22933]
LINC02265,15.4589023949915,1.41259326759408,0.405529375153859,2.8317296331735e-05,0.00220119783485353,ENSG00000249241,4,lncRNA,long intergenic non-protein coding RNA 2265 [Source:HGNC Symbol;Acc:HGNC:53179]
SLC16A2,45.8853621779827,-1.05200316742525,0.306498903980946,2.82608185371072e-05,0.00220119783485353,ENSG00000147100,X,protein_coding,solute carrier family 16 member 2 [Source:HGNC Symbol;Acc:HGNC:10923]
DNAH6,182.408566239268,1.01229281777998,0.290114452514138,3.18714901450876e-05,0.00238473738026773,ENSG00000115423,2,protein_coding,dynein axonemal heavy chain 6 [Source:HGNC Symbol;Acc:HGNC:2951]
CFAP100,63.4119226277453,1.15106245373156,0.330949206961064,3.16303392282179e-05,0.00238473738026773,ENSG00000163885,3,protein_coding,cilia and flagella associated protein 100 [Source:HGNC Symbol;Acc:HGNC:26842]
PIH1D3,70.7185262948272,1.16572921441842,0.334782571471776,3.30324498904315e-05,0.0024454499410948,ENSG00000080572,X,protein_coding,PIH1 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28570]
CFAP299,87.488480967165,1.19818948288686,0.344719171870711,3.32368908411424e-05,0.00244763461394349,ENSG00000197826,4,protein_coding,cilia and flagella associated protein 299 [Source:HGNC Symbol;Acc:HGNC:28554]
